image,attempt,bounds,check,fired,severity,values
15.webp,1,"[559, 689, 888, 1196]",detection_plausibility,False,none,"{'box_width': 329, 'box_height': 507, 'source_len': 6, 'confidence': None, 'chars_per_100px_height': 1.18}"
15.webp,1,"[137, 1227, 215, 1471]",text_fit,False,none,"{'box_width': 78, 'box_height': 244, 'chosen_font_size': 10, 'ceiling_font_size': 78, 'line_count': 1, 'lines': ['Oh?'], 'max_line_width': 18, 'total_text_height': 8, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 3.13, 'hard_wrapped_single_word': False}"
15.webp,1,"[137, 1227, 215, 1471]",translation_sanity,False,none,"{'source_text': '号哪', 'translation': 'Oh?', 'source_len': 2, 'translation_len': 3, 'ratio': 1.5}"
15.webp,1,"[137, 1227, 215, 1471]",detection_plausibility,False,none,"{'box_width': 78, 'box_height': 244, 'source_len': 2, 'confidence': None, 'chars_per_100px_height': 0.82}"
15.webp,1,"[68, 0, 680, 380]",text_fit,False,none,"{'box_width': 612, 'box_height': 380, 'chosen_font_size': 10, 'ceiling_font_size': 380, 'line_count': 1, 'lines': ['Ooh ooh ooh!'], 'max_line_width': 60, 'total_text_height': 8, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 0.62, 'hard_wrapped_single_word': False}"
15.webp,1,"[68, 0, 680, 380]",translation_sanity,False,none,"{'source_text': '写书华+噢噢噢', 'translation': 'Ooh ooh ooh!', 'source_len': 7, 'translation_len': 12, 'ratio': 1.71}"
15.webp,1,"[68, 0, 680, 380]",detection_plausibility,False,none,"{'box_width': 612, 'box_height': 380, 'source_len': 7, 'confidence': None, 'chars_per_100px_height': 1.84}"
17.webp,1,"[1111, 495, 1264, 740]",text_fit,False,none,"{'box_width': 153, 'box_height': 245, 'chosen_font_size': 10, 'ceiling_font_size': 153, 'line_count': 1, 'lines': ['Nngh'], 'max_line_width': 28, 'total_text_height': 10, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.6, 'hard_wrapped_single_word': False}"
17.webp,1,"[1111, 495, 1264, 740]",translation_sanity,False,none,"{'source_text': 'んん', 'translation': 'Nngh', 'source_len': 2, 'translation_len': 4, 'ratio': 2.0}"
17.webp,1,"[1111, 495, 1264, 740]",detection_plausibility,False,none,"{'box_width': 153, 'box_height': 245, 'source_len': 2, 'confidence': None, 'chars_per_100px_height': 0.82}"
17.webp,1,"[1032, 997, 1084, 1076]",text_fit,False,none,"{'box_width': 52, 'box_height': 79, 'chosen_font_size': 10, 'ceiling_font_size': 52, 'line_count': 1, 'lines': ['Buzz'], 'max_line_width': 25, 'total_text_height': 8, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.52, 'hard_wrapped_single_word': False}"
17.webp,1,"[1032, 997, 1084, 1076]",translation_sanity,False,none,"{'source_text': '嗡嗡', 'translation': 'Buzz', 'source_len': 2, 'translation_len': 4, 'ratio': 2.0}"
17.webp,1,"[1032, 997, 1084, 1076]",detection_plausibility,False,none,"{'box_width': 52, 'box_height': 79, 'source_len': 2, 'confidence': None, 'chars_per_100px_height': 2.53}"
17.webp,1,"[1005, 20, 1150, 219]",text_fit,False,none,"{'box_width': 145, 'box_height': 199, 'chosen_font_size': 10, 'ceiling_font_size': 145, 'line_count': 1, 'lines': ['VeAA'], 'max_line_width': 25, 'total_text_height': 8, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.37, 'hard_wrapped_single_word': False}"
17.webp,1,"[1005, 20, 1150, 219]",translation_sanity,True,high,"{'source_text': 'VeAA', 'translation': 'VeAA', 'source_len': 4, 'translation_len': 4}"
17.webp,1,"[1005, 20, 1150, 219]",detection_plausibility,False,none,"{'box_width': 145, 'box_height': 199, 'source_len': 4, 'confidence': None, 'chars_per_100px_height': 2.01}"
17.webp,1,"[848, 1643, 867, 1669]",text_fit,False,none,"{'box_width': 19, 'box_height': 26, 'chosen_font_size': 10, 'ceiling_font_size': 19, 'line_count': 1, 'lines': ['I'], 'max_line_width': 3, 'total_text_height': 8, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.37, 'hard_wrapped_single_word': False}"
17.webp,1,"[848, 1643, 867, 1669]",translation_sanity,False,none,"{'source_text': 'w', 'translation': 'I', 'source_len': 1, 'translation_len': 1, 'ratio': 1.0}"
17.webp,1,"[848, 1643, 867, 1669]",detection_plausibility,False,none,"{'box_width': 19, 'box_height': 26, 'source_len': 1, 'confidence': None, 'chars_per_100px_height': 3.85}"
17.webp,1,"[753, 1172, 805, 1252]",text_fit,False,none,"{'box_width': 52, 'box_height': 80, 'chosen_font_size': 10, 'ceiling_font_size': 52, 'line_count': 1, 'lines': ['Buzz!'], 'max_line_width': 28, 'total_text_height': 8, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.54, 'hard_wrapped_single_word': False}"
17.webp,1,"[753, 1172, 805, 1252]",translation_sanity,False,none,"{'source_text': '嗡嗡', 'translation': 'Buzz!', 'source_len': 2, 'translation_len': 5, 'ratio': 2.5}"
17.webp,1,"[753, 1172, 805, 1252]",detection_plausibility,False,none,"{'box_width': 52, 'box_height': 80, 'source_len': 2, 'confidence': None, 'chars_per_100px_height': 2.5}"
17.webp,1,"[461, 879, 771, 1237]",text_fit,False,none,"{'box_width': 310, 'box_height': 358, 'chosen_font_size': 10, 'ceiling_font_size': 310, 'line_count': 1, 'lines': ['Is Hikari here…?'], 'max_line_width': 73, 'total_text_height': 8, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.15, 'hard_wrapped_single_word': False}"
17.webp,1,"[461, 879, 771, 1237]",translation_sanity,False,none,"{'source_text': '光在在这里吗…？', 'translation': 'Is Hikari here…?', 'source_len': 8, 'translation_len': 16, 'ratio': 2.0}"
17.webp,1,"[461, 879, 771, 1237]",detection_plausibility,False,none,"{'box_width': 310, 'box_height': 358, 'source_len': 8, 'confidence': None, 'chars_per_100px_height': 2.23}"
17.webp,1,"[425, 358, 514, 491]",text_fit,False,none,"{'box_width': 89, 'box_height': 133, 'chosen_font_size': 10, 'ceiling_font_size': 89, 'line_count': 1, 'lines': ['One foot, pull.'], 'max_line_width': 63, 'total_text_height': 11, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.49, 'hard_wrapped_single_word': False}"
17.webp,1,"[425, 358, 514, 491]",translation_sanity,False,none,"{'source_text': '一足索一', 'translation': 'One foot, pull.', 'source_len': 4, 'translation_len': 15, 'ratio': 3.75}"
17.webp,1,"[425, 358, 514, 491]",detection_plausibility,False,none,"{'box_width': 89, 'box_height': 133, 'source_len': 4, 'confidence': None, 'chars_per_100px_height': 3.01}"
17.webp,1,"[422, 1516, 539, 1702]",text_fit,False,none,"{'box_width': 117, 'box_height': 186, 'chosen_font_size': 10, 'ceiling_font_size': 117, 'line_count': 3, 'lines': ['If you don’t, I’ll shave your', 'brows again—next time I’ll', 'take them all off.'], 'max_line_width': 117, 'total_text_height': 34, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.59, 'hard_wrapped_single_word': False}"
17.webp,1,"[422, 1516, 539, 1702]",translation_sanity,False,none,"{'source_text': '不做的话再剃你眉毛哦！下次全剃光', 'translation': 'If you don’t, I’ll shave your brows again—next time I’ll take them all off.', 'source_len': 16, 'translation_len': 75, 'ratio': 4.69}"
17.webp,1,"[422, 1516, 539, 1702]",detection_plausibility,False,none,"{'box_width': 117, 'box_height': 186, 'source_len': 16, 'confidence': None, 'chars_per_100px_height': 8.6}"
17.webp,1,"[337, 1397, 381, 1453]",text_fit,False,none,"{'box_width': 44, 'box_height': 56, 'chosen_font_size': 10, 'ceiling_font_size': 44, 'line_count': 1, 'lines': ['0'], 'max_line_width': 6, 'total_text_height': 8, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.27, 'hard_wrapped_single_word': False}"
17.webp,1,"[337, 1397, 381, 1453]",translation_sanity,True,high,"{'source_text': '0', 'translation': '0', 'source_len': 1, 'translation_len': 1}"
17.webp,1,"[337, 1397, 381, 1453]",detection_plausibility,False,none,"{'box_width': 44, 'box_height': 56, 'source_len': 1, 'confidence': None, 'chars_per_100px_height': 1.79}"
17.webp,1,"[313, 138, 360, 202]",text_fit,False,none,"{'box_width': 47, 'box_height': 64}"
17.webp,1,"[313, 138, 360, 202]",translation_sanity,False,none,"{'source_text': '', 'translation': '', 'source_len': 0, 'translation_len': 0}"
17.webp,1,"[313, 138, 360, 202]",detection_plausibility,False,none,"{'box_width': 47, 'box_height': 64, 'source_len': 0, 'confidence': None}"
17.webp,1,"[271, 468, 352, 654]",text_fit,False,none,"{'box_width': 81, 'box_height': 186, 'chosen_font_size': 10, 'ceiling_font_size': 81, 'line_count': 2, 'lines': ['Hey Yotsuba, are', 'you out?'], 'max_line_width': 76, 'total_text_height': 22, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 2.3, 'hard_wrapped_single_word': False}"
17.webp,1,"[271, 468, 352, 654]",translation_sanity,False,none,"{'source_text': '喂四叶，你现在在外面吗？', 'translation': 'Hey Yotsuba, are you out?', 'source_len': 12, 'translation_len': 25, 'ratio': 2.08}"
17.webp,1,"[271, 468, 352, 654]",detection_plausibility,False,none,"{'box_width': 81, 'box_height': 186, 'source_len': 12, 'confidence': None, 'chars_per_100px_height': 6.45}"
17.webp,1,"[219, 897, 300, 1096]",text_fit,False,none,"{'box_width': 81, 'box_height': 199, 'chosen_font_size': 10, 'ceiling_font_size': 81, 'line_count': 5, 'lines': [""Let's do the"", 'octopus dance', 'right here and', 'sing our high', 'school anthem!'], 'max_line_width': 72, 'total_text_height': 54, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 2.46, 'hard_wrapped_single_word': False}"
17.webp,1,"[219, 897, 300, 1096]",translation_sanity,False,none,"{'source_text': '就地跳章鱼舞唱高中校歌！', 'translation': ""Let's do the octopus dance right here and sing our high school anthem!"", 'source_len': 12, 'translation_len': 70, 'ratio': 5.83}"
17.webp,1,"[219, 897, 300, 1096]",detection_plausibility,False,none,"{'box_width': 81, 'box_height': 199, 'source_len': 12, 'confidence': None, 'chars_per_100px_height': 6.03}"
17.webp,1,"[113, 173, 243, 328]",text_fit,False,none,"{'box_width': 130, 'box_height': 155, 'chosen_font_size': 10, 'ceiling_font_size': 130, 'line_count': 1, 'lines': ['River flavor'], 'max_line_width': 51, 'total_text_height': 9, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.19, 'hard_wrapped_single_word': False}"
17.webp,1,"[113, 173, 243, 328]",translation_sanity,False,none,"{'source_text': '江味', 'translation': 'River flavor', 'source_len': 2, 'translation_len': 12, 'ratio': 6.0}"
17.webp,1,"[113, 173, 243, 328]",detection_plausibility,False,none,"{'box_width': 130, 'box_height': 155, 'source_len': 2, 'confidence': None, 'chars_per_100px_height': 1.29}"
17.webp,1,"[75, 1549, 127, 1672]",text_fit,False,none,"{'box_width': 52, 'box_height': 123, 'chosen_font_size': 10, 'ceiling_font_size': 52, 'line_count': 1, 'lines': ['tsk...'], 'max_line_width': 19, 'total_text_height': 8, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 2.37, 'hard_wrapped_single_word': False}"
17.webp,1,"[75, 1549, 127, 1672]",translation_sanity,False,none,"{'source_text': 'つ……', 'translation': 'tsk...', 'source_len': 3, 'translation_len': 6, 'ratio': 2.0}"
17.webp,1,"[75, 1549, 127, 1672]",detection_plausibility,False,none,"{'box_width': 52, 'box_height': 123, 'source_len': 3, 'confidence': None, 'chars_per_100px_height': 2.44}"
17.webp,1,"[68, 533, 151, 679]",text_fit,False,none,"{'box_width': 83, 'box_height': 146, 'chosen_font_size': 10, 'ceiling_font_size': 83, 'line_count': 2, 'lines': ['Yeah, yeah… at', 'school…'], 'max_line_width': 67, 'total_text_height': 20, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.76, 'hard_wrapped_single_word': False}"
17.webp,1,"[68, 533, 151, 679]",translation_sanity,False,none,"{'source_text': '是是的…在学校…', 'translation': 'Yeah, yeah… at school…', 'source_len': 8, 'translation_len': 22, 'ratio': 2.75}"
17.webp,1,"[68, 533, 151, 679]",detection_plausibility,False,none,"{'box_width': 83, 'box_height': 146, 'source_len': 8, 'confidence': None, 'chars_per_100px_height': 5.48}"
18.webp,1,"[943, 60, 1031, 224]",text_fit,False,none,"{'box_width': 88, 'box_height': 164, 'chosen_font_size': 10, 'ceiling_font_size': 88, 'line_count': 3, 'lines': ['Whoa, those green', 'mountains rise so', 'majestically!'], 'max_line_width': 87, 'total_text_height': 32, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.86, 'hard_wrapped_single_word': False}"
18.webp,1,"[943, 60, 1031, 224]",translation_sanity,False,none,"{'source_text': '苍～翠群山巍峨立～', 'translation': 'Whoa, those green mountains rise so majestically!', 'source_len': 9, 'translation_len': 49, 'ratio': 5.44}"
18.webp,1,"[943, 60, 1031, 224]",detection_plausibility,False,none,"{'box_width': 88, 'box_height': 164, 'source_len': 9, 'confidence': None, 'chars_per_100px_height': 5.49}"
18.webp,1,"[890, 1306, 995, 1409]",text_fit,False,none,"{'box_width': 105, 'box_height': 103, 'chosen_font_size': 10, 'ceiling_font_size': 103, 'line_count': 1, 'lines': ['17'], 'max_line_width': 12, 'total_text_height': 8, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 0.98, 'hard_wrapped_single_word': False}"
18.webp,1,"[890, 1306, 995, 1409]",translation_sanity,True,high,"{'source_text': '17', 'translation': '17', 'source_len': 2, 'translation_len': 2}"
18.webp,1,"[890, 1306, 995, 1409]",detection_plausibility,False,none,"{'box_width': 105, 'box_height': 103, 'source_len': 2, 'confidence': None, 'chars_per_100px_height': 1.94}"
18.webp,1,"[853, 735, 985, 903]",text_fit,False,none,"{'box_width': 132, 'box_height': 168}"
18.webp,1,"[853, 735, 985, 903]",translation_sanity,False,none,"{'source_text': '', 'translation': '', 'source_len': 0, 'translation_len': 0}"
18.webp,1,"[853, 735, 985, 903]",detection_plausibility,False,none,"{'box_width': 132, 'box_height': 168, 'source_len': 0, 'confidence': None}"
18.webp,1,"[477, 556, 579, 726]",text_fit,False,none,"{'box_width': 102, 'box_height': 170, 'chosen_font_size': 10, 'ceiling_font_size': 102, 'line_count': 1, 'lines': ['wiggle'], 'max_line_width': 32, 'total_text_height': 10, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.67, 'hard_wrapped_single_word': False}"
18.webp,1,"[477, 556, 579, 726]",translation_sanity,False,none,"{'source_text': 'くねっ', 'translation': 'wiggle', 'source_len': 3, 'translation_len': 6, 'ratio': 2.0}"
18.webp,1,"[477, 556, 579, 726]",detection_plausibility,False,none,"{'box_width': 102, 'box_height': 170, 'source_len': 3, 'confidence': None, 'chars_per_100px_height': 1.76}"
18.webp,1,"[468, 1349, 588, 1593]",text_fit,False,none,"{'box_width': 120, 'box_height': 244, 'chosen_font_size': 10, 'ceiling_font_size': 120, 'line_count': 4, 'lines': ['With pride in our hearts,', 'we move forward~ We,', 'we, Qingmei First High', 'School!!'], 'max_line_width': 113, 'total_text_height': 44, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 2.03, 'hard_wrapped_single_word': False}"
18.webp,1,"[468, 1349, 588, 1593]",translation_sanity,False,none,"{'source_text': '胸怀骄傲向前行～我们我们清梅第一高中～！！', 'translation': 'With pride in our hearts, we move forward~ We, we, Qingmei First High School!!', 'source_len': 21, 'translation_len': 78, 'ratio': 3.71}"
18.webp,1,"[468, 1349, 588, 1593]",detection_plausibility,False,none,"{'box_width': 120, 'box_height': 244, 'source_len': 21, 'confidence': None, 'chars_per_100px_height': 8.61}"
18.webp,1,"[317, 86, 403, 252]",text_fit,False,none,"{'box_width': 86, 'box_height': 166, 'chosen_font_size': 10, 'ceiling_font_size': 86, 'line_count': 3, 'lines': ['The tender new', 'leaves are bathing', 'in the sunshine.'], 'max_line_width': 85, 'total_text_height': 30, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.93, 'hard_wrapped_single_word': False}"
18.webp,1,"[317, 86, 403, 252]",translation_sanity,False,none,"{'source_text': '嫩く芽新叶沐光辉～', 'translation': 'The tender new leaves are bathing in the sunshine.', 'source_len': 9, 'translation_len': 50, 'ratio': 5.56}"
18.webp,1,"[317, 86, 403, 252]",detection_plausibility,False,none,"{'box_width': 86, 'box_height': 166, 'source_len': 9, 'confidence': None, 'chars_per_100px_height': 5.42}"
18.webp,1,"[252, 744, 341, 907]",text_fit,False,none,"{'box_width': 89, 'box_height': 163, 'chosen_font_size': 10, 'ceiling_font_size': 89, 'line_count': 2, 'lines': [""Hey… that's not a"", 'four-leaf?'], 'max_line_width': 74, 'total_text_height': 21, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.83, 'hard_wrapped_single_word': False}"
18.webp,1,"[252, 744, 341, 907]",translation_sanity,False,none,"{'source_text': '喂…那不是四叶吗？', 'translation': ""Hey… that's not a four-leaf?"", 'source_len': 9, 'translation_len': 28, 'ratio': 3.11}"
18.webp,1,"[252, 744, 341, 907]",detection_plausibility,False,none,"{'box_width': 89, 'box_height': 163, 'source_len': 9, 'confidence': None, 'chars_per_100px_height': 5.52}"
18.webp,1,"[70, 835, 156, 991]",text_fit,False,none,"{'box_width': 86, 'box_height': 156, 'chosen_font_size': 10, 'ceiling_font_size': 86, 'line_count': 2, 'lines': ['Seriously, what is', 'she doing…?'], 'max_line_width': 79, 'total_text_height': 22, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.81, 'hard_wrapped_single_word': False}"
18.webp,1,"[70, 835, 156, 991]",translation_sanity,False,none,"{'source_text': '真的，她在干嘛…？', 'translation': 'Seriously, what is she doing…?', 'source_len': 9, 'translation_len': 30, 'ratio': 3.33}"
18.webp,1,"[70, 835, 156, 991]",detection_plausibility,False,none,"{'box_width': 86, 'box_height': 156, 'source_len': 9, 'confidence': None, 'chars_per_100px_height': 5.77}"
25.webp,1,"[1172, 1416, 1257, 1575]",text_fit,False,none,"{'box_width': 85, 'box_height': 159, 'chosen_font_size': 10, 'ceiling_font_size': 85, 'line_count': 3, 'lines': ['You know those', 'people over', 'there?'], 'max_line_width': 73, 'total_text_height': 30, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.87, 'hard_wrapped_single_word': False}"
25.webp,1,"[1172, 1416, 1257, 1575]",translation_sanity,False,none,"{'source_text': '那边那些人你认识？', 'translation': 'You know those people over there?', 'source_len': 9, 'translation_len': 33, 'ratio': 3.67}"
25.webp,1,"[1172, 1416, 1257, 1575]",detection_plausibility,False,none,"{'box_width': 85, 'box_height': 159, 'source_len': 9, 'confidence': None, 'chars_per_100px_height': 5.66}"
25.webp,1,"[851, 542, 930, 641]",text_fit,False,none,"{'box_width': 79, 'box_height': 99, 'chosen_font_size': 10, 'ceiling_font_size': 79, 'line_count': 1, 'lines': ['Whoa!'], 'max_line_width': 30, 'total_text_height': 8, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.25, 'hard_wrapped_single_word': False}"
25.webp,1,"[851, 542, 930, 641]",translation_sanity,False,none,"{'source_text': '!!', 'translation': 'Whoa!', 'source_len': 2, 'translation_len': 5, 'ratio': 2.5}"
25.webp,1,"[851, 542, 930, 641]",detection_plausibility,False,none,"{'box_width': 79, 'box_height': 99, 'source_len': 2, 'confidence': None, 'chars_per_100px_height': 2.02}"
25.webp,1,"[832, 260, 890, 400]",text_fit,False,none,"{'box_width': 58, 'box_height': 140, 'chosen_font_size': 10, 'ceiling_font_size': 58, 'line_count': 1, 'lines': ['Sooo...'], 'max_line_width': 27, 'total_text_height': 8, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 2.41, 'hard_wrapped_single_word': False}"
25.webp,1,"[832, 260, 890, 400]",translation_sanity,False,none,"{'source_text': '然后啊～', 'translation': 'Sooo...', 'source_len': 4, 'translation_len': 7, 'ratio': 1.75}"
25.webp,1,"[832, 260, 890, 400]",detection_plausibility,False,none,"{'box_width': 58, 'box_height': 140, 'source_len': 4, 'confidence': None, 'chars_per_100px_height': 2.86}"
25.webp,1,"[776, 1452, 856, 1542]",text_fit,False,none,"{'box_width': 80, 'box_height': 90, 'chosen_font_size': 10, 'ceiling_font_size': 80, 'line_count': 1, 'lines': ['X'], 'max_line_width': 7, 'total_text_height': 8, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.12, 'hard_wrapped_single_word': False}"
25.webp,1,"[776, 1452, 856, 1542]",translation_sanity,True,high,"{'source_text': 'X', 'translation': 'X', 'source_len': 1, 'translation_len': 1}"
25.webp,1,"[776, 1452, 856, 1542]",detection_plausibility,False,none,"{'box_width': 80, 'box_height': 90, 'source_len': 1, 'confidence': None, 'chars_per_100px_height': 1.11}"
25.webp,1,"[496, 1371, 615, 1539]",text_fit,False,none,"{'box_width': 119, 'box_height': 168, 'chosen_font_size': 10, 'ceiling_font_size': 119, 'line_count': 2, 'lines': ['Um, that... is my junior', 'from high school…'], 'max_line_width': 100, 'total_text_height': 23, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.41, 'hard_wrapped_single_word': False}"
25.webp,1,"[496, 1371, 615, 1539]",translation_sanity,False,none,"{'source_text': '木，那个…是高中时的学妹…', 'translation': 'Um, that... is my junior from high school…', 'source_len': 13, 'translation_len': 42, 'ratio': 3.23}"
25.webp,1,"[496, 1371, 615, 1539]",detection_plausibility,False,none,"{'box_width': 119, 'box_height': 168, 'source_len': 13, 'confidence': None, 'chars_per_100px_height': 7.74}"
25.webp,1,"[342, 1389, 393, 1509]",text_fit,False,none,"{'box_width': 51, 'box_height': 120, 'chosen_font_size': 10, 'ceiling_font_size': 51, 'line_count': 2, 'lines': [""Okay, let's"", 'go'], 'max_line_width': 44, 'total_text_height': 20, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 2.35, 'hard_wrapped_single_word': False}"
25.webp,1,"[342, 1389, 393, 1509]",translation_sanity,False,none,"{'source_text': '好，走吧', 'translation': ""Okay, let's go"", 'source_len': 4, 'translation_len': 14, 'ratio': 3.5}"
25.webp,1,"[342, 1389, 393, 1509]",detection_plausibility,False,none,"{'box_width': 51, 'box_height': 120, 'source_len': 4, 'confidence': None, 'chars_per_100px_height': 3.33}"
25.webp,1,"[276, 940, 330, 1008]",text_fit,False,none,"{'box_width': 54, 'box_height': 68, 'chosen_font_size': 10, 'ceiling_font_size': 54, 'line_count': 1, 'lines': ['と'], 'max_line_width': 5, 'total_text_height': 7, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.26, 'hard_wrapped_single_word': False}"
25.webp,1,"[276, 940, 330, 1008]",translation_sanity,True,high,"{'source_text': 'と', 'translation': 'と', 'source_len': 1, 'translation_len': 1}"
25.webp,1,"[276, 940, 330, 1008]",detection_plausibility,False,none,"{'box_width': 54, 'box_height': 68, 'source_len': 1, 'confidence': None, 'chars_per_100px_height': 1.47}"
25.webp,1,"[103, 1554, 161, 1660]",text_fit,False,none,"{'box_width': 58, 'box_height': 106, 'chosen_font_size': 10, 'ceiling_font_size': 58, 'line_count': 1, 'lines': ['Ah...!'], 'max_line_width': 22, 'total_text_height': 8, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.83, 'hard_wrapped_single_word': False}"
25.webp,1,"[103, 1554, 161, 1660]",translation_sanity,False,none,"{'source_text': '埃…！', 'translation': 'Ah...!', 'source_len': 3, 'translation_len': 6, 'ratio': 2.0}"
25.webp,1,"[103, 1554, 161, 1660]",detection_plausibility,False,none,"{'box_width': 58, 'box_height': 106, 'source_len': 3, 'confidence': None, 'chars_per_100px_height': 2.83}"
25.webp,1,"[96, 215, 183, 345]",text_fit,False,none,"{'box_width': 87, 'box_height': 130, 'chosen_font_size': 10, 'ceiling_font_size': 87, 'line_count': 1, 'lines': ['Really?'], 'max_line_width': 32, 'total_text_height': 10, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.49, 'hard_wrapped_single_word': False}"
25.webp,1,"[96, 215, 183, 345]",translation_sanity,False,none,"{'source_text': '？真的假的？', 'translation': 'Really?', 'source_len': 6, 'translation_len': 7, 'ratio': 1.17}"
25.webp,1,"[96, 215, 183, 345]",detection_plausibility,False,none,"{'box_width': 87, 'box_height': 130, 'source_len': 6, 'confidence': None, 'chars_per_100px_height': 4.62}"
25.webp,1,"[92, 608, 146, 773]",text_fit,False,none,"{'box_width': 54, 'box_height': 165, 'chosen_font_size': 10, 'ceiling_font_size': 54, 'line_count': 1, 'lines': ['Those guys:'], 'max_line_width': 54, 'total_text_height': 10, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 3.06, 'hard_wrapped_single_word': False}"
25.webp,1,"[92, 608, 146, 773]",translation_sanity,False,none,"{'source_text': '那些家伙：', 'translation': 'Those guys:', 'source_len': 5, 'translation_len': 11, 'ratio': 2.2}"
25.webp,1,"[92, 608, 146, 773]",detection_plausibility,False,none,"{'box_width': 54, 'box_height': 165, 'source_len': 5, 'confidence': None, 'chars_per_100px_height': 3.03}"
25.webp,1,"[29, 974, 77, 1023]",text_fit,False,none,"{'box_width': 48, 'box_height': 49, 'chosen_font_size': 10, 'ceiling_font_size': 48, 'line_count': 1, 'lines': ['Hey'], 'max_line_width': 20, 'total_text_height': 10, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.02, 'hard_wrapped_single_word': False}"
25.webp,1,"[29, 974, 77, 1023]",translation_sanity,False,none,"{'source_text': '喂', 'translation': 'Hey', 'source_len': 1, 'translation_len': 3, 'ratio': 3.0}"
25.webp,1,"[29, 974, 77, 1023]",detection_plausibility,False,none,"{'box_width': 48, 'box_height': 49, 'source_len': 1, 'confidence': None, 'chars_per_100px_height': 2.04}"
26.webp,1,"[1146, 42, 1231, 149]",text_fit,False,none,"{'box_width': 85, 'box_height': 107, 'chosen_font_size': 10, 'ceiling_font_size': 85, 'line_count': 3, 'lines': ['Back in high', 'school, I was in', 'the arts club.'], 'max_line_width': 68, 'total_text_height': 31, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.26, 'hard_wrapped_single_word': False}"
26.webp,1,"[1146, 42, 1231, 149]",translation_sanity,False,none,"{'source_text': '高中时文艺部', 'translation': 'Back in high school, I was in the arts club.', 'source_len': 6, 'translation_len': 44, 'ratio': 7.33}"
26.webp,1,"[1146, 42, 1231, 149]",detection_plausibility,False,none,"{'box_width': 85, 'box_height': 107, 'source_len': 6, 'confidence': None, 'chars_per_100px_height': 5.61}"
26.webp,1,"[1144, 1242, 1224, 1521]",text_fit,False,none,"{'box_width': 80, 'box_height': 279, 'chosen_font_size': 10, 'ceiling_font_size': 80, 'line_count': 4, 'lines': ['I really admire', 'you for being', 'smart and', 'mysterious!'], 'max_line_width': 66, 'total_text_height': 45, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 3.49, 'hard_wrapped_single_word': False}"
